Flamebound,43.000,0.5,,1.171875,Adventure Indie Casual RPG Clicker,27 Jun, 2018,17,82
Nightwolf: Survive the Megadome,70.000,4.0,Intel HD 3000,2.0,Early Access Early Access Action Indie Retro Racing Shooter,8 Feb, 2018,28,100
BlockGame,58.000,2.0,128MB,0.1953125,Casual Indie,12 Sep, 2017,,0
Fair Deal: Las Vegas,70.000,1.0,DirectX 11-compatible graphics card with at least 32MB of video memory,0.29296875,Early Access Action Early Access Violent Sexual Content Gore Indie,21 Dec, 2018,10,90
Stories of Bethem: Full Moon,70.000,2.0,256MB,0.1171875,Indie Adventure RPG Action Pixel Graphics Top-Down,11 Dec, 2015,46,82
Tanki Online,0,1.0,128 MB,0.09765625,Free to Play Tanks Action Massively Multiplayer Multiplayer Shooter Strategy Gore PvP,2 Mar, 2017,,0
A Small Robot Story,70.000,4.0,512mb DirectX-compliant,0.146484375,Adventure Pixel Graphics Platformer 2D Retro Indie Robots,19 Dec, 2017,11,90
NECROPOLIS: BRUTAL EDITION,250.000,4.0,NVIDIA GeForce 630 GT or AMD Radeon HD 6670,5.0,Souls-like Adventure Co-op Rogue-like Action Dungeon Crawler Indie Rogue-lite Difficult Multiplayer Procedural Generation Perma Death Hack and Slash Third Person RPG Great Soundtrack Casual Comedy Singleplayer Fantasy,Jul 2016,,0
.projekt,70.000,0.5,Shader model 2.0,0.1953125,Indie Casual Puzzle Minimalist Abstract Relaxing Family Friendly Atmospheric Building Isometric Experimental Logic Science,17 Mar, 2018,40,90
GrabBag,30.000,4.0,NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater,2.0,Action Casual VR,14 Aug, 2018,,0
Brickfest,70.000,2.0,OpenGL 2.0 capable GPU,0.09765625,Indie Casual Action,3 May, 2018,,0
Keep in Mind: Remastered,30.000,2.0,GeForce 500 Series,0.1318359375,Indie Adventure Horror,8 Mar, 2018,34,85
Wonder Wickets,188.000,2.0,256 mb video memory,0.9765625,Mini Golf Golf Sports Action Indie Casual Space Local Co-Op Cute Online Co-Op,17 Oct, 2018,14,100
Imperium Galactica,70.000,0.5,3D graphics card compatible with DirectX 9.0,1.0,Strategy 4X,1 Mar, 1997,32,96
Fur Up,30.000,1.0,DirectX 9 compatible,0.244140625,Action Indie Casual,31 Aug, 2017,,0
The Pirates of Sector 7,70.000,2.0,256 mb video memory, OpenGL 3.0 compliant,0.390625,RPG Action Adventure Indie Strategy Simulation Space Sci-fi Trading Top-Down Shooter Pirates Perma Death,1 Jun, 2018,,0
The Fastest Fist,Not Available,4.0,GTX960,2.0,Action Sports VR,30 Oct, 2016,38,89
Jolly Battle,30.000,4.0,Graphics Card Supporting DirectX 11.0,0.390625,Strategy Indie Casual Family Friendly,27 Jul, 2018,,0
Ouroboros,70.000,2.0,DirectX 9/OpenGL 4.1 capable GPU,0.48828125,Sexual Content Nudity RPG Action Adventure Indie RPGMaker,2 Nov, 2016,35,97
Grid Defense,70.000,0,,0.146484375,Strategy Indie Casual Tower Defense,8 Nov, 2018,,0
救う(SHE SAVE),70.000,0,DX9 (shader model 3.0) or DX11 with feature level 9.3,0.390625,Action Female Protagonist Pixel Graphics,14 Jul, 2017,37,81
IIN,80.000,0.00390625,On-board graphics set as "performance",0.1171875,Casual Indie Puzzle Atmospheric Puzzle-Platformer Minimalist Physics Singleplayer Family Friendly Local Multiplayer Relaxing 2.5D Mystery Great Soundtrack Experience Soundtrack,5 Mar, 2018,,0
Aesthetic World,70.000,4.0,NVIDIA GeForce GTX 750 Ti / AMD R9 380,2.0,Early Access Adventure Simulation Early Access Action Indie Casual Violent,19 Sep, 2018,,0
Hoggy 2,70.000,1.0,Any accelerator card,0.1171875,Adventure Indie Action,10 May, 2017,,0
Signal Simulator,185.000,2.0,,4.0,Simulation Indie Aliens Space Science,29 Apr, 2018,44,77
Save 70% on Starblast,36.000,2.0,,0.146484375,Action Indie Casual Massively Multiplayer Space,8 Nov, 2017,91,74
Crimson Gray: Dusk and Dawn,70.000,0.5,,0.48828125,Indie Simulation Casual Visual Novel,5 Oct, 2018,35,97
Vehicle Simulator,220.000,1.0,512 MB,0.48828125,Simulation Indie,27 Mar, 2009,55,74
Dresden Files Cooperative Card Game,178.000,2.0,Any DX10+; 256MB,0.29296875,Indie Casual Strategy Card Game Board Game Local Co-Op Co-op Turn-Based Puzzle,30 Oct, 2017,42,78
Save 50% on The Eerie Inn,35.000,2.0,2GB GeForce GTX 650 or Equivalent,2.24609375,Adventure Indie Horror Psychological Horror Puzzle,19 Apr, 2018,17,82
Magical Mysteries: Path of the Sorceress,70.000,0.5,128 MB video card,0.5859375,Strategy Casual Adventure RPG Indie Match 3 Puzzle,18 Aug, 2017,,0
Final Theory,165.000,2.0,Nvidia GTX 7 series or AMD HD78xx series,1.0,Indie Strategy Sci-fi Turn-Based Space Hex Grid Board Game,21 Sep, 2018,39,79
Sentience: The Android's Tale,48.000,2.0,,0.5859375,Adventure Indie Sci-fi Multiple Endings Story Rich Robots Futuristic Atmospheric Nonlinear Space Great Soundtrack RPGMaker Cyberpunk Philisophical Pixel Graphics Choices Matter Point & Click RPG,2 Jun, 2017,32,100
Fallen Enchantress: Legendary Heroes,220.000,2.0,512 MB DirectX 9.0c Compliant Video Card w/Pixel Shader 2.0 (Radeon x1600 / GeForce 6800),0,Strategy Fantasy Turn-Based Strategy 4X Turn-Based RPG Singleplayer Magic Moddable Sandbox Dragons Turn-Based Tactics Grand Strategy Grid-Based Movement Replay Value Indie Tactical Exploration Loot Multiplayer,22 May, 2013,1075,78
Cards and Castles,0,1.0,,0.1953125,Free to Play Card Game Indie Strategy Massively Multiplayer Trading Card Game,18 Dec, 2015,647,70
The Dragons' Twilight,58.000,2.0,Compatible OpenGLR,1.0,RPG RPGMaker Singleplayer Fantasy Indie Turn-Based,24 Jul, 2017,15,100
Draw It!,30.000,0.25,Interl HD graphics,0.05859375,Indie Casual,28 Apr, 2018,13,92
Bakery,100.000,0.5,Support DirectX,0.5859375,Casual Simulation Management Retro Lore-Rich,22 Nov, 2017,43,93
Discs of Steel Party,58.000,1.0,1 GB RAM,0.3564453125,Action Indie Racing Sports,15 Oct, 2018,,0
MY 1980's DASHBOARD,58.000,4.0,CPU integrated graphics / dedicated graphics card with 1 GB VRAM,0.1953125,Casual Racing Indie Simulation Sports 1980s Arcade Retro Driving Pixel Graphics Family Friendly 2D Great Soundtrack Gaming Third Person Replay Value Relaxing Competitive Colorful Classic,12 Feb, 2018,36,88
Straima,70.000,1.0,Dedicated 512Mb graphics card,0.09765625,Indie Action Platformer Difficult Fast-Paced Co-op 2D Pixel Graphics Local Co-Op Local Multiplayer Level Editor Multiplayer Psychedelic Colorful Retro Great Soundtrack Arcade 4 Player Local Ninja Singleplayer,25 Sep, 2015,35,85
KAMASUTRA \ 爱经,15.000,1.0,geforce gt 730,0.1953125,Sexual Content Nudity Indie Casual RPG Adventure Simulation,9 Nov, 2018,,0
Vzerthos: The Heir of Thunder,90.000,0.5,Intel GMA 3600 graphics (Integrated),0.25,Adventure Action Indie RPG Top-Down Isometric Retro Singleplayer Zombies Dungeon Crawler Story Rich Exploration Fantasy Hack and Slash Action RPG Dark Fantasy Top-Down Shooter Atmospheric Controller GameMaker,19 Jan, 2017,27,74
Cyberoque,70.000,1.0,opengl 2.0 supported graphics card,1.0,Action Indie Casual Adventure Side Scroller 2D Arcade Shooter Platformer,22 Dec, 2017,11,90
Zen Chess: Mate in One,15.000,2.0,Graphics card supporting DirectX 9.0c,0.09765625,Casual Minimalist Chess,10 Apr, 2018,20,80
Dead,70.000,2.0,Direct X9.0c Compatible Card,0.29296875,Action Indie Bullet Hell Top-Down Shooter Difficult Great Soundtrack,6 Apr, 2018,45,86
Swords and Sandals 2 Redux: Maximus Edition,70.000,1.0,,0.1953125,RPG Turn-Based Combat 2D Fighter Strategy RPG Fighting,29 Jun, 2017,128,72
Crystal Quest Classic,70.000,1.0,All cards since 2004 should work,0.09765625,Strategy Action,23 Nov, 2016,10,90
Sorcery Is for Saps,58.000,0,,0,Indie Adventure RPG Choose Your Own Adventure Text-Based,14 Oct, 2016,16,81
Dark Old Sun,70.000,1.0,512 mb,0.244140625,Action Shoot 'Em Up Shooter 2D Indie Bullet Hell Singleplayer Difficult Controller Space Replay Value Soundtrack Sci-fi,7 Mar, 2018,,0
Supraball,0,2.0,Geforce GTX 500 series or better (Does not work with Intel HD Graphics!!),0.9765625,Early Access Sports Multiplayer Free to Play First-Person Football Early Access e-sports Indie Casual Action Soccer FPS Strategy,2 May, 2016,1890,76
Anomalies,58.000,1.0,64 MB 3D video card,0,Indie Casual Simulation Music Relaxing Great Soundtrack Atmospheric Masterpiece Experimental Procedural Generation Singleplayer Abstract Experience Beautiful Music-Based Procedural Generation Real-Time Surreal Moddable 3D First-Person,28 Oct, 2016,19,84
SushiParty,70.000,4.0,NVIDIA GeForce GT 720M or better,2.0,Indie Casual Action Controller Great Soundtrack Soundtrack Singleplayer 2.5D Family Friendly Fantasy Difficult Adventure Cute Story Rich Top-Down Shooter Arcade Colorful Atmospheric Dark Humor Comedy,26 Apr, 2018,,0
Townsmen VR,120.000,8.0,Nvidia GeForce GTX970 / AMD Radeon R9 290 equivalent or greater,0.68359375,Early Access Simulation Strategy Early Access VR City Builder,8 Feb, 2018,94,76
Headshot VR,188.000,4.0,Nvidia GeForce 970,2.0,Early Access Massively Multiplayer Early Access Action Indie VR,7 Nov, 2018,12,75
The Hunt - Rebuilt,58.000,0.927734375,,0.927734375,Indie Violent RPG Gore Sexual Content Nudity RPGMaker 2D Dark Pixel Graphics Psychological Horror Story Rich Dark Fantasy Dark Humor Fantasy Difficult Atmospheric Singleplayer Dark Comedy Puzzle,12 Sep, 2017,,0
You Have 10 Seconds 3,43.000,0.001953125,128MB,0.732421875,Indie,23 Nov, 2018,,0
Generation Streets,70.000,4.0,Intel HD4000,4.0,Early Access Indie Action Early Access Casual Open World,5 Oct, 2018,43,86
Cmoar VR Cinema,120.000,4.0,Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better,0,VR Simulation Utilities Video Production,29 Sep, 2016,149,71
Gangsta Sniper,58.000,8.0,NVidia GeForce 960M,7.0,Action Indie Casual,12 Nov, 2018,,0
Shephy,70.000,0.25,NVIDIA GeForce 7600GT (VRAM 256MB) or AMD Radeon HD 8470D,2.0,Cute Singleplayer Casual Card Game Board Game Indie Puzzle Difficult,3 Aug, 2017,42,83
Star Sky 3 - ブルームーン 3,58.000,2.0,Built-in,0.146484375,Adventure Indie Simulation Singleplayer Beautiful Abstract Romance Psychological Walking Simulator Choices Matter Linear Controller Runner Casual 2D Minimalist Atmospheric Fantasy Side Scroller,25 Sep, 2018,,0
Skateboarding pro,58.000,4.0,HD Graphics 3000 Intel,0.87890625,Action Indie,8 Aug, 2018,,0
Voltage Drop,58.000,1.0,512 mb video memory,0.048828125,Action Indie Pixel Graphics 2D Puzzle-Platformer Female Protagonist Puzzle Difficult Anime,18 Oct, 2018,,0
Plasma Puncher,80.000,2.0,32 MB,0.5859375,Action Casual Indie,11 May, 2017,36,97
Save 75% on SOK,7.500,0.5,Intel HD Graphics,0.048828125,Casual,22 Dec, 2017,22,90
Killing Room,120.000,4.0,With DirectX 9.0c support (strongly recommended at least budget gaming dedicated GPU),5.0,Action RPG Indie Rogue-like FPS Singleplayer Replay Value Dark Rogue-lite Perma Death Comedy Horror Procedural Generation Multiple Endings Gore,20 Oct, 2016,,0
Dissembler,58.000,2.0,OpenGL 2.1,0.048828125,Casual Indie Puzzle,22 Feb, 2018,15,100
ICED,120.000,4.0,NVIDIA GeForce GTX 650ti or comparable,2.0,Simulation Indie Adventure Action Survival Gore Violent,15 May, 2017,,0
BIT.TRIP VOID,120.000,0.5,OpenGL 2.1 and shader model 3 with 128 MB of memory,0,Indie Action Music Rhythm,19 Dec, 2012,67,77
Super Amazeballs,70.000,8.0,nVIDIA GTX 680,0.2568359375,Racing Action Indie Casual Simulation Adventure Puzzle VR,16 May, 2017,18,100
Still Not Dead,120.000,3.0,Intel HD Graphics 4000,0.09765625,Action Indie Zombies Great Soundtrack Shooter FPS Pixel Graphics Retro Difficult Gore Fast-Paced First-Person Open World Sandbox Rogue-lite Demons Survival Horror 2.5D Arcade,24 Jan, 2018,42,90
Tally Ho,90.000,0,,0,Indie Adventure RPG Text-Based Choose Your Own Adventure,14 Dec, 2017,32,96
Save 40% on FAST BEAT LOOP RACER GT | 環狀賽車GT,72.000,4.0,Intel HD4000 with 1GB of VRAM (DirectX 11 graphics card required) or comparable,6.0,Racing Driving Arcade Multiplayer Anime,17 May, 2018,,0
SHOCK TROOPERS,100.000,1.0,Intel HD Graphics,0.48828125,Action Arcade Retro 2D Shoot 'Em Up,18 May, 2016,38,81
Helldorado,120.000,0.5,128 MB of dedicated video memory,0,Strategy Western,30 Apr, 2009,,0
Sentinel 4: Dark Star,Not Available,2.0,OpenGL 3.3 compatible. ATI, NVIDIA or Intel HD.,0.29296875,Strategy Indie Sci-fi Tower Defense,13 Aug, 2015,27,85
JUST BAT (VR CRICKET),58.000,4.0,GeForce GTX 970,0.732421875,Sports VR,9 Sep, 2016,11,81
Depression The Game,30.000,2.0,Grafikkarte mit DX10 (Shader-Modell 4.0)-Fähigkeiten,3.0,Indie Simulation Violent Gore Horror Survival Psychological Horror,9 Jun, 2018,76,77
Crea,165.000,2.0,256+MB and OpenGL 2.1 compatible GPU and 1024x768 resolution,0.25,Sandbox 2D Crafting RPG Adventure Survival Multiplayer Indie Action Pixel Graphics Building Open World Co-op Side Scroller Moddable Platformer Singleplayer Memes Early Access Great Soundtrack,9 Jun, 2016,688,77
Arena Hero,165.000,0.5,512MB dedicated VRAM,0.439453125,Action Indie RPG Strategy Hack and Slash Loot Difficult,13 Jan, 2017,32,90
LEGO® Indiana Jones™ 2: The Adventure Continues,188.000,0.0,ATI X1300 with 256MB of ram, or Nvidia FX5800,0,Adventure LEGO Action Local Co-Op Family Friendly Comedy Singleplayer Open World Co-op Level Editor Funny,18 Feb, 2010,162,71
BANZAI PECAN: The Last Hope For the Young Century,Not Available,1.0,AMD Radeon X series, NVidia GeForce GT, or better.,0.48828125,Action Indie Beat 'em up Anime Female Protagonist Comedy Arcade Retro Character Action Game Difficult,6 Aug, 2012,17,82
Chicago 1930 : The Prohibition,70.000,0.25,32Mo compatible DirectX 8.1,1.0,Strategy Crime,20 Feb, 2004,,0
Seven Mysteries: The Last Page,69.000,1.0,1024 x 768 pixels or higher desktop resolution,0.5859375,Indie RPG Adventure Gore Psychological Horror RPGMaker Horror,5 Feb, 2018,12,91
Quiver Dick's Terrible Tale For Terrible Parents To Read To Their Equally Terrible Children,15.000,0,1024x768 or better video resolution in High Color mode,0,Sexual Content Adventure Indie Comedy Memes Funny Dark Comedy,26 Oct, 2018,31,96
The Ghost of Joe Papp,80.000,4.0,,0.3125,Indie Adventure Singleplayer Drama Comedy Realistic Funny Colorful Visual Novel,30 Nov, 2017,,0
Bear With Me - Collector's Edition,120.000,2.0,DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work,6.8359375,Adventure Indie Point & Click Noir,8 Feb, 2018,34,100
Space Toads Mayhem,58.000,4.0,Intel HD Graphics 4000,1.5625,Action Indie Casual Shoot 'Em Up Arcade Retro Difficult Singleplayer Score Attack Short Fast-Paced Bullet Hell,20 Nov, 2018,,0
Save 73% on Space Ripper,8.000,512.0,,0.146484375,Casual Action Indie Shoot 'Em Up,15 Feb, 2017,21,80
TENKYU,43.000,0.001953125,Any,0.09765625,Early Access Action Indie Casual Early Access,28 Mar, 2018,,0
Save 89% on Choice,7.500,4.0,NVIDIA GTX 750,2.0,Action Adventure Indie Gore,20 Nov, 2017,,0
Amos From Outer Space,Not Available,0.5,,0.751953125,Casual Education Family Friendly Software,5 Oct, 2015,,0
Northern Tale 2,58.000,0.5,Graphics card with 32MB Video RAM,0.48828125,Casual Simulation Strategy Adventure,20 Nov, 2017,,0
Miracle Circus 奇迹马戏团,58.000,1.0,1024x768 High Color +,0.29296875,Casual Adventure Indie RPG Strategy,5 Oct, 2018,17,100
Lily's Night Off,58.000,1.0,Integrated Graphics Chip,0.390625,Adventure Simulation Anime Visual Novel,19 Aug, 2018,31,96
Skeleton Boomerang,120.000,2.0,256 mb,0.0302734375,Action Indie Platformer Great Soundtrack 2D Pixel Graphics,31 Jul, 2017,18,100
Rogalia,140.000,2.0,OpenGL 2.1 compatible graphics card,0.29296875,Massively Multiplayer RPG Indie Adventure Sandbox Open World Survival MMORPG PvP Early Access Isometric Difficult,15 Oct, 2018,,0
NALOGI 2,30.000,2.0,OpenGL 3.0+ Compatible Card,2.0,Sexual Content Casual Adventure Indie Strategy RPG Nudity Anime RPGMaker Arcade JRPG,31 May, 2018,58,72
Realm Revolutions,0,0.5,128MB,0.048828125,Free to Play Clicker Casual,5 Jan, 2018,215,75
Amaranthine,43.000,2.0,512 Mb,0.29296875,Action Indie Shoot 'Em Up Space Great Soundtrack Shooter,6 Apr, 2016,42,90
Sins of a Solar Empire: Trinity®,188.000,0.5,128 MB DirectX 9.0c Compatible Video Card w/Pixel Shader 2.0 Support,0,Strategy Space 4X RTS Sci-fi,16 Nov, 2011,470,76
Save 89% on Dead Ground,7.500,4.0,Intel HD 4600 or equivalent (1 GB VRAM),0.29296875,Action Indie Strategy RPG Tower Defense Rogue-like Rogue-lite 2D Procedural Generation Great Soundtrack Experimental Singleplayer Difficult Shooter Perma Death Loot Replay Value Fast-Paced Relaxing Post-apocalyptic,14 Feb, 2018,,0
Guild of Dungeoneering,165.000,2.0,,0.732421875,RPG Card Game Indie Turn-Based Dungeon Crawler Rogue-like Singleplayer Rogue-lite Strategy Great Soundtrack 2D Comedy Cute Fantasy Funny Family Friendly Loot,14 Jul, 2015,1059,74
Home Sheep Home 2,Not Available,1.0,It will work on all forms of GPU via the software rendering fallback (including Intel GMA and other on-board variants).,0.68359375,Indie Casual Puzzle Adventure Action Platformer Cute,17 Feb, 2014,28,100
Into the Rhythm VR,188.000,8.0,Nvidia GeForce GTX 970 or AMD Radeon R9 290 equivalent,3.0,Casual VR Rhythm Music,18 Sep, 2017,27,77
Super Saurio Fly,120.000,4.0,1 GB,3.0,Indie Casual Adventure Dinosaurs Platformer 2D Side Scroller Action Singleplayer Colorful Funny Comedy Family Friendly Cartoony Cute Blood Difficult Great Soundtrack,12 Apr, 2018,,0
THE VIDEOKID,58.000,4.0,nVidia GTX 480 / AMD Radeon 7870,0.29296875,Action Casual Indie Arcade Retro,31 Jan, 2017,34,97
Save 50% on Witch Sword,21.500,4.0,NVIDIA GeForce GTS450 or better,2.0,Action Indie Adventure RPG Side Scroller Hack and Slash Medieval Singleplayer Story Rich Difficult Conspiracy Swordplay Drama Character Action Game Action-Adventure Atmospheric Dark Fantasy Action RPG,8 Jan, 2018,12,75
Santa Rockstar,Not Available,4.0,Integrated graphics card,0.48828125,Casual Indie Rhythm Music,13 Dec, 2016,13,92
Achievement Clicker 2018,15.000,0.48828125,,0.48828125,Strategy Indie Casual Simulation Clicker,26 Jan, 2018,66,72
Call of Cthulhu®: Dark Corners of the Earth,112.500,0.0,DirectX 9.0 3D compliant Video Card,0,Horror Lovecraftian First-Person Survival Horror Based On A Novel Atmospheric Adventure FPS Stealth Singleplayer Story Rich Classic Action Survival Shooter Difficult Gore Psychological Horror Dark,26 Apr, 2006,,0
Porno Studio Tycoon,188.000,2.0,DirectX® 10 Compatible Graphics Card,1.0,Sexual Content Nudity Simulation Mature Indie Management Economy Moddable Singleplayer NSFW Memes Strategy Dating Sim,5 May, 2017,,0
Computer Tycoon,165.000,4.0,Radeon HD 6850 or similar,3.0,Early Access Simulation Strategy Indie Management Early Access Economy Sandbox Game Development GameMaker Singleplayer Replay Value 2D Funny Difficult Great Soundtrack Education Comedy Point & Click Isometric,12 Oct, 2017,252,76
Wings of Prey,Not Available,1.0,NVIDIA GeForce 7600 256 Mb,0,Simulation Flight World War II Historical Multiplayer TrackIR Singleplayer Action,25 Dec, 2009,,0
VIDEO GAME,30.000,0,,0,Action Indie Sports Local Multiplayer 4 Player Local Fast-Paced,12 Nov, 2018,,0
Save 89% on Trivia Vault: Mixed Trivia 2,7.500,0.48828125,500 Megs VRAM,0.48828125,Indie Action Simulation Casual Family Friendly Text-Based 2D Story Rich Relaxing Singleplayer Strategy,13 Feb, 2018,14,78
Seven: The Days Long Gone,300.000,4.0,GeForce GTX 660 2GB, AMD Radeon 7850 2GB,10.0,RPG Action Stealth Isometric Adventure Indie Cyberpunk Open World Hack and Slash Singleplayer Action RPG Post-apocalyptic Violent Top-Down Nudity,1 Dec, 2017,320,79
Hero of the Kingdom III,120.000,1.0,128 MB, DirectX 9.0,0.361328125,Casual Adventure RPG Indie Point & Click,30 Aug, 2018,213,75
Celestial Command,130.000,4.0,Intel HD 3000 or equivalent,0.732421875,Early Access Simulation Space Action Indie Strategy Early Access Adventure RPG Sandbox Sci-fi Space Sim 2D,20 Nov, 2014,282,78
Jupiteration,43.000,8.0,nVidia GTX 980 or AMD R9 FURY,2.0,Action VR,10 Mar, 2017,,0
Epic Cards Battle(TCG),0,0.5,256 VRAM,0.29296875,Free to Play Nudity Anime Trading Card Game Card Game Strategy Casual Mature Sexual Content Multiplayer,9 Jul, 2015,,0
Sort 'Em,43.000,8.0,GTX 970,0.48828125,Early Access Early Access Indie Casual Simulation VR,1 Mar, 2017,10,80
MegaRace 2,43.000,1.0,256 MB of video memory,1.0,Racing Action Retro Classic Runner Cult Classic,31 Aug, 1996,,0
VR GAME-Brick of War 魔块战争,68.500,4.0,NVIDIA GeForce® GTX 970、AMD Radeon™ R9 290,1.0,Strategy Action Adventure Indie Casual VR,2 May, 2018,,0
Joyo Kanji Quiz,43.000,1.0,DirectX 9.0 Compatible,0.119140625,Indie Casual Simulation Education,25 Apr, 2018,,0
Clicker: Glad Valakas,30.000,4.0,1 Gb,1.0,Indie Casual Simulation,26 Nov, 2018,,0
Choice of Alexandria,43.000,0,,0,Adventure Indie RPG Choose Your Own Adventure Text-Based Interactive Fiction,10 Jun, 2016,49,97
Star Sweet,43.000,0.5,128mb,0.05859375,Indie Casual Match 3,11 Dec, 2017,18,88
Pirates of corsairs,Not Available,0.25,Graphics Cards: GeForce 6200,0.09765625,Action Indie Simulation,30 Nov, 2018,,0
Dogfight 1942,120.000,0.0,,0,Simulation Flight World War II Action Local Co-Op Local Multiplayer Split Screen Arcade,21 Sep, 2012,215,70
The Witch's Isle,43.000,2.0,128MB,0.1953125,Adventure Indie Pixel Graphics Point & Click,14 Sep, 2017,38,84
Bloody Trapland 2: Curiosity,165.000,4.0,nVIDIA GeForce GTX 260, 512 MB or ATI Radeon HD 5670, 512 MB (Does not support Intel Integrated Graphics Cards),1.0,Early Access Indie Casual Action Adventure Early Access Difficult 2D 4 Player Local Platformer Local Co-Op Co-op Local Multiplayer Multiplayer Puzzle-Platformer Online Co-Op Pixel Graphics Great Soundtrack Cartoony Gore,7 Apr, 2017,,0
Normality,43.000,0.5,3D graphics card compatible with DirectX 7,0,Adventure Action Retro Point & Click 1990's,30 Jun, 1996,15,93
Tyto Ecology,90.000,6.0,Intel HD 5000 or higher,0.8203125,Simulation Indie Science Education Strategy Casual Dinosaurs,14 Apr, 2016,276,74
The Solus Project,188.000,4.0,DirectX10 Compatible 3D Card - Minimum GeForce 460 or equivalent  - Integrated graphics (Intel) may not work well and have not been tested. For use with Intel integrated graphics please run the game in DirectX10 compatibility mode.,11.0,Survival Adventure Exploration Sci-fi VR Survival Horror Singleplayer First-Person Space Atmospheric Story Rich Indie Simulation Horror Walking Simulator Open World Mystery Psychological Horror Crafting Sandbox,7 Jun, 2016,2035,79
Save 50% on Battle Simulator,7.500,2.0,Intel HD graphique,0.1953125,Simulation Action Indie Casual Strategy Voxel Adventure Puzzle Pixel Graphics Singleplayer Arcade Fantasy Relaxing Early Access,27 Sep, 2018,,0
War Machines: Free to Play,0,4.0,AMD Radeon or NVIDIA GeForce (1 GB),1.0,Free to Play Action Indie Casual Simulation Racing Strategy RPG Adventure,28 Nov, 2018,,0
Gates of Avalon,43.000,4.0,GeForce GTX 260 or higher,0.87890625,Early Access Casual Indie Action Early Access Adventure RPG Action RPG First-Person Singleplayer Action-Adventure,27 Jul, 2018,,0
Katana X,100.000,4.0,NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290,4.0,Early Access Simulation Action Sports Indie Early Access VR Swordplay,9 Jun, 2017,46,78
Trivia Quiz: All about everything!,43.000,4.0,Any,0,Indie Casual Replay Value 2D Puzzle Singleplayer Education Interactive Fiction Difficult Multiple Endings Great Soundtrack Choices Matter Hand-drawn Retro Comedy Atmospheric Point & Click Exploration Stylized Survival,3 Aug, 2018,13,100
Elven Legacy: Ranger,30.000,0.5,,0,Strategy,20 Oct, 2009,,0
Pure Farming 2018,182.000,4.0,Geforce 560 GTX 2 GB,5.0,Simulation Open World Agriculture Management Economy Realistic Family Friendly Multiplayer Singleplayer,13 Mar, 2018,,0
Save 50% on Ballway,7.500,2.0,256 MB VRAM,0.087890625,Indie Casual Puzzle Physics 2D Destruction,20 Jul, 2017,44,86
Warhammer 40,000: Regicide,120.000,3.0,NVIDIA GeForce 8600 GT / ATI Radeon HD 2600 XT or greater,5.0,Warhammer 40K Strategy Chess Gore Turn-Based Strategy Indie Turn-Based Tactics Multiplayer Tactical Sci-fi Asynchronous Multiplayer Singleplayer Games Workshop Turn-Based Competitive Board Game Great Soundtrack Early Access Third Person Action,8 Sep, 2015,1364,71
Off-Road Drive,70.000,0.0,,0,Simulation Racing Offroad Singleplayer Multiplayer,29 Sep, 2011,,0
Hardway Party,30.000,4.0,HD Graphics 2000,0.78125,Casual Action Indie Racing Sports Arcade,5 Oct, 2018,,0
POWERCUT, Inc.,43.000,0.5,128MB DirectX 9 compatible graphics card,0.15625,Action Casual Arcade Pixel Graphics Indie Funny,22 Nov, 2018,,0
Zombie City,58.000,4.0,GTX960,0.48828125,Action Gore Violent Strategy RPG Indie Simulation VR Zombies,16 Jan, 2018,20,85
The Enthralling Realms,43.000,0.5,128 MB,0.0732421875,Casual Adventure Indie Match 3 Fantasy Story Rich Great Soundtrack,10 Jul, 2018,,0
Golf Galore,43.000,4.0,512 MB,3.0,Early Access Indie Casual Sports Early Access,12 Jul, 2018,,0
Catan VR,165.000,8.0,NVIDIA GTX 970 / AMD Radeon R9 290 equivalent or greater,2.392578125,Strategy Simulation VR Board Game,13 Jun, 2018,33,78
Space Fuss,Not Available,2.0,ATI or nVidia with at least 256 mb of memory, or Intel GMA 950 +,0.21484375,Indie Action Strategy Arcade Space 2D Funny Comedy Side Scroller Casual Surreal Retro Dark Humor Time Manipulation Story Rich Controller Management,28 Feb, 2017,40,87
Math Problem Challenge,15.000,0.48828125,500 Megs VRAM,0.390625,Strategy Casual Simulation 2D Puzzle Difficult Indie,22 May, 2018,13,100
In Memory,70.000,4.0,NVIDIA GeForce™ GTX 1060 or AMD Radeon™ RX 480, equivalent or better,1.171875,Indie VR Story Rich,11 Oct, 2018,,0
Bad School Boy,43.000,1.0,256 MB or higher,0.05859375,Action Indie Casual,14 Dec, 2017,,0
A Matter of Murder,43.000,4.0,,0.7431640625,Casual Adventure Indie,18 Apr, 2016,25,96
Turtle Odyssey,43.000,0.125,Graphics card with 32MB Video RAM,0.029296875,Action Adventure Casual,21 Oct, 2015,32,93
Best Life Simulator,30.000,1.0,,0.01953125,Strategy Indie Simulation,23 Nov, 2018,16,81
Dolphin Up,Not Available,2.0,Intel HD 4000 or better, OpenGL 2 compatible,0.0537109375,Action Indie Casual Sports,4 May, 2017,,0
